time,type,description,details
7792,ORDER_PLACED,Order 90 placed,"{""order_id"": 90, ""restaurant_id"": 1}"
7795,ORDER_READY,Order 85 is ready for pickup,"{""order_id"": 85}"
7798,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
7830,ORDER_DELIVERED,Order 72 delivered by courier 3,"{""order_id"": 72, ""courier_id"": 3, ""click_to_door"": 1190.310569413361, ""ready_to_door"": 890.310569413361}"
7830,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
7830,ASSIGNMENT_MADE,"Courier 3 assigned orders [83, 85]","{""courier_id"": 3, ""order_ids"": [83, 85], ""bundle_size"": 2, ""has_relay"": false}"
7835,ORDER_PICKED_UP,Order 80 picked up by courier 7,"{""order_id"": 80, ""courier_id"": 7}"
7835,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
7867,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
7885,ORDER_READY,Order 86 is ready for pickup,"{""order_id"": 86}"
7888,ORDER_PICKED_UP,Order 76 picked up by courier 1,"{""order_id"": 76, ""courier_id"": 1}"
7888,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
7891,ORDER_READY,Order 87 is ready for pickup,"{""order_id"": 87}"
7900,ORDER_READY,Order 88 is ready for pickup,"{""order_id"": 88}"
7909,ORDER_PLACED,Order 91 placed,"{""order_id"": 91, ""restaurant_id"": 6}"
7928,ORDER_DELIVERED,Order 73 delivered by courier 2,"{""order_id"": 73, ""courier_id"": 2, ""click_to_door"": 1243.9041121176133, ""ready_to_door"": 943.9041121176133}"
7928,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
7950,ASSIGNMENT_MADE,Courier 2 assigned orders [86],"{""courier_id"": 2, ""order_ids"": [86], ""bundle_size"": 1, ""has_relay"": false}"
7957,ORDER_PICKED_UP,Order 82 picked up by courier 0,"{""order_id"": 82, ""courier_id"": 0}"
7957,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
7982,ORDER_DELIVERED,Order 77 delivered by courier 6,"{""order_id"": 77, ""courier_id"": 6, ""click_to_door"": 892.1697419472612, ""ready_to_door"": 592.1697419472612}"
7982,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
7987,ORDER_PLACED,Order 92 placed,"{""order_id"": 92, ""restaurant_id"": 0}"
7988,ORDER_DELIVERED,Order 79 delivered by courier 4,"{""order_id"": 79, ""courier_id"": 4, ""click_to_door"": 840.7022750547303, ""ready_to_door"": 540.7022750547303}"
7988,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
8010,ASSIGNMENT_MADE,Courier 4 assigned orders [84],"{""courier_id"": 4, ""order_ids"": [84], ""bundle_size"": 1, ""has_relay"": false}"
8010,ASSIGNMENT_MADE,Courier 6 assigned orders [87],"{""courier_id"": 6, ""order_ids"": [87], ""bundle_size"": 1, ""has_relay"": false}"
8014,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
8064,ORDER_PLACED,Order 93 placed,"{""order_id"": 93, ""restaurant_id"": 1}"
8066,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
8069,ORDER_PLACED,Order 94 placed,"{""order_id"": 94, ""restaurant_id"": 4}"
8087,ORDER_READY,Order 89 is ready for pickup,"{""order_id"": 89}"
8092,ORDER_READY,Order 90 is ready for pickup,"{""order_id"": 90}"
8104,ORDER_PICKED_UP,Order 83 picked up by courier 3,"{""order_id"": 83, ""courier_id"": 3}"
8104,ORDER_PICKED_UP,Order 85 picked up by courier 3,"{""order_id"": 85, ""courier_id"": 3}"
8104,ROUTE_OPTIMIZED,Courier 3 route optimized: 2 dropoffs reordered,"{""courier_id"": 3, ""original_sequence"": [83, 85], ""optimized_sequence"": []}"
8104,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
8127,ORDER_PLACED,Order 95 placed,"{""order_id"": 95, ""restaurant_id"": 7}"
8140,ORDER_PLACED,Order 96 placed,"{""order_id"": 96, ""restaurant_id"": 5}"
8156,ORDER_PICKED_UP,Order 84 picked up by courier 4,"{""order_id"": 84, ""courier_id"": 4}"
8156,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
8160,ORDER_DELIVERED,Order 82 delivered by courier 0,"{""order_id"": 82, ""courier_id"": 0, ""click_to_door"": 788.6258325010322, ""ready_to_door"": 488.62583250103216}"
8160,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
8160,ASSIGNMENT_MADE,Courier 0 assigned orders [89],"{""courier_id"": 0, ""order_ids"": [89], ""bundle_size"": 1, ""has_relay"": false}"
8181,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
8209,ORDER_READY,Order 91 is ready for pickup,"{""order_id"": 91}"
8214,ORDER_DELIVERED,Order 80 delivered by courier 7,"{""order_id"": 80, ""courier_id"": 7, ""click_to_door"": 1010.8612079209115, ""ready_to_door"": 710.8612079209115}"
8214,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
8220,ASSIGNMENT_MADE,Courier 7 assigned orders [88],"{""courier_id"": 7, ""order_ids"": [88], ""bundle_size"": 1, ""has_relay"": false}"
8241,ORDER_DELIVERED,Order 83 delivered by courier 3,"{""order_id"": 83, ""courier_id"": 3, ""click_to_door"": 862.1556900265905, ""ready_to_door"": 562.1556900265905}"
8260,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
8270,ORDER_DELIVERED,Order 76 delivered by courier 1,"{""order_id"": 76, ""courier_id"": 1, ""click_to_door"": 1256.8721928307705, ""ready_to_door"": 956.8721928307705}"
8270,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
8271,ORDER_PLACED,Order 97 placed,"{""order_id"": 97, ""restaurant_id"": 5}"
8271,ORDER_PICKED_UP,Order 86 picked up by courier 2,"{""order_id"": 86, ""courier_id"": 2}"
8271,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
8280,ASSIGNMENT_MADE,Courier 1 assigned orders [90],"{""courier_id"": 1, ""order_ids"": [90], ""bundle_size"": 1, ""has_relay"": false}"
8283,ORDER_DELIVERED,Order 75 delivered by courier 5,"{""order_id"": 75, ""courier_id"": 5, ""click_to_door"": 1420.6834767754144, ""ready_to_door"": 1120.6834767754144}"
8283,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
8287,ORDER_READY,Order 92 is ready for pickup,"{""order_id"": 92}"
8310,ASSIGNMENT_MADE,"Courier 5 assigned orders [81, 91]","{""courier_id"": 5, ""order_ids"": [81, 91], ""bundle_size"": 2, ""has_relay"": false}"
8333,ORDER_DELIVERED,Order 86 delivered by courier 2,"{""order_id"": 86, ""courier_id"": 2, ""click_to_door"": 748.075081600432, ""ready_to_door"": 448.075081600432}"
8333,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
8340,ASSIGNMENT_MADE,Courier 2 assigned orders [92],"{""courier_id"": 2, ""order_ids"": [92], ""bundle_size"": 1, ""has_relay"": false}"
8350,ORDER_PICKED_UP,Order 89 picked up by courier 0,"{""order_id"": 89, ""courier_id"": 0}"
8350,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
8360,ORDER_PLACED,Order 98 placed,"{""order_id"": 98, ""restaurant_id"": 5}"
8364,ORDER_READY,Order 93 is ready for pickup,"{""order_id"": 93}"
8369,ORDER_READY,Order 94 is ready for pickup,"{""order_id"": 94}"
8401,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
8427,ORDER_READY,Order 95 is ready for pickup,"{""order_id"": 95}"
8440,ORDER_READY,Order 96 is ready for pickup,"{""order_id"": 96}"
8455,ORDER_PLACED,Order 99 placed,"{""order_id"": 99, ""restaurant_id"": 1}"
8465,ORDER_PLACED,Order 100 placed,"{""order_id"": 100, ""restaurant_id"": 6}"
8477,ORDER_DELIVERED,Order 89 delivered by courier 0,"{""order_id"": 89, ""courier_id"": 0, ""click_to_door"": 690.9971147735278, ""ready_to_door"": 390.99711477352776}"
8477,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
8483,ORDER_DELIVERED,Order 85 delivered by courier 3,"{""order_id"": 85, ""courier_id"": 3, ""click_to_door"": 988.8974770132127, ""ready_to_door"": 688.8974770132127}"
8483,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
8484,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
8490,ASSIGNMENT_MADE,Courier 0 assigned orders [95],"{""courier_id"": 0, ""order_ids"": [95], ""bundle_size"": 1, ""has_relay"": false}"
8490,ASSIGNMENT_MADE,Courier 3 assigned orders [94],"{""courier_id"": 3, ""order_ids"": [94], ""bundle_size"": 1, ""has_relay"": false}"
8491,ORDER_PICKED_UP,Order 88 picked up by courier 7,"{""order_id"": 88, ""courier_id"": 7}"
8491,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
8505,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
8506,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
8532,ORDER_PLACED,Order 101 placed,"{""order_id"": 101, ""restaurant_id"": 6}"
8532,ORDER_PLACED,Order 102 placed,"{""order_id"": 102, ""restaurant_id"": 6}"
8532,ORDER_DELIVERED,Order 84 delivered by courier 4,"{""order_id"": 84, ""courier_id"": 4, ""click_to_door"": 1152.0591046655263, ""ready_to_door"": 852.0591046655263}"
8532,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
8550,ASSIGNMENT_MADE,Courier 4 assigned orders [96],"{""courier_id"": 4, ""order_ids"": [96], ""bundle_size"": 1, ""has_relay"": false}"
8571,ORDER_READY,Order 97 is ready for pickup,"{""order_id"": 97}"
8574,ORDER_PICKED_UP,Order 87 picked up by courier 6,"{""order_id"": 87, ""courier_id"": 6}"
8574,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
8581,ORDER_PLACED,Order 103 placed,"{""order_id"": 103, ""restaurant_id"": 5}"
8584,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
8595,ORDER_PICKED_UP,Order 94 picked up by courier 3,"{""order_id"": 94, ""courier_id"": 3}"
8595,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
8596,ORDER_PICKED_UP,Order 90 picked up by courier 1,"{""order_id"": 90, ""courier_id"": 1}"
8596,COURIER_DELIVERING,Courier 1 heading to first dropoff (optimized),"{""courier_id"": 1, ""order_ids"": []}"
8598,ORDER_PLACED,Order 104 placed,"{""order_id"": 104, ""restaurant_id"": 2}"
8606,ORDER_PLACED,Order 105 placed,"{""order_id"": 105, ""restaurant_id"": 6}"
8617,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
8645,ORDER_PLACED,Order 106 placed,"{""order_id"": 106, ""restaurant_id"": 5}"
8647,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
8656,PICKUP_SERVICE_START,Courier 5 starting pickup service (90s),"{""courier_id"": 5, ""service_time"": 90}"
8660,ORDER_PLACED,Order 107 placed,"{""order_id"": 107, ""restaurant_id"": 0}"
8660,ORDER_READY,Order 98 is ready for pickup,"{""order_id"": 98}"
8674,ORDER_PLACED,Order 108 placed,"{""order_id"": 108, ""restaurant_id"": 0}"
8674,ORDER_PICKED_UP,Order 92 picked up by courier 2,"{""order_id"": 92, ""courier_id"": 2}"
8674,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
8694,ORDER_DELIVERED,Order 94 delivered by courier 3,"{""order_id"": 94, ""courier_id"": 3, ""click_to_door"": 625.6993492429592, ""ready_to_door"": 325.6993492429592}"
8694,COURIER_IDLE,Courier 3 is now idle,"{""courier_id"": 3}"
8700,ASSIGNMENT_MADE,Courier 3 assigned orders [93],"{""courier_id"": 3, ""order_ids"": [93], ""bundle_size"": 1, ""has_relay"": false}"
8707,ORDER_PICKED_UP,Order 95 picked up by courier 0,"{""order_id"": 95, ""courier_id"": 0}"
8707,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
8737,ORDER_PICKED_UP,Order 96 picked up by courier 4,"{""order_id"": 96, ""courier_id"": 4}"
8737,COURIER_DELIVERING,Courier 4 heading to first dropoff (optimized),"{""courier_id"": 4, ""order_ids"": []}"
8746,ORDER_PICKED_UP,Order 81 picked up by courier 5,"{""order_id"": 81, ""courier_id"": 5}"
8746,ORDER_PICKED_UP,Order 91 picked up by courier 5,"{""order_id"": 91, ""courier_id"": 5}"
8746,ROUTE_OPTIMIZED,Courier 5 route optimized: 2 dropoffs reordered,"{""courier_id"": 5, ""original_sequence"": [81, 91], ""optimized_sequence"": []}"
8746,COURIER_DELIVERING,Courier 5 heading to first dropoff (optimized),"{""courier_id"": 5, ""order_ids"": []}"
8755,ORDER_READY,Order 99 is ready for pickup,"{""order_id"": 99}"
8765,ORDER_READY,Order 100 is ready for pickup,"{""order_id"": 100}"
8780,ORDER_PLACED,Order 109 placed,"{""order_id"": 109, ""restaurant_id"": 0}"
8781,ORDER_PLACED,Order 110 placed,"{""order_id"": 110, ""restaurant_id"": 2}"
8832,ORDER_READY,Order 101 is ready for pickup,"{""order_id"": 101}"
8832,ORDER_READY,Order 102 is ready for pickup,"{""order_id"": 102}"
8838,ORDER_PLACED,Order 111 placed,"{""order_id"": 111, ""restaurant_id"": 3}"
8879,ORDER_PLACED,Order 112 placed,"{""order_id"": 112, ""restaurant_id"": 2}"
8881,ORDER_READY,Order 103 is ready for pickup,"{""order_id"": 103}"
8893,ORDER_DELIVERED,Order 95 delivered by courier 0,"{""order_id"": 95, ""courier_id"": 0, ""click_to_door"": 766.8909794005012, ""ready_to_door"": 466.89097940050124}"
8893,COURIER_IDLE,Courier 0 is now idle,"{""courier_id"": 0}"
8898,ORDER_READY,Order 104 is ready for pickup,"{""order_id"": 104}"
8900,ORDER_DELIVERED,Order 87 delivered by courier 6,"{""order_id"": 87, ""courier_id"": 6, ""click_to_door"": 1309.9611495527079, ""ready_to_door"": 1009.9611495527079}"
8900,COURIER_IDLE,Courier 6 is now idle,"{""courier_id"": 6}"
8906,ORDER_READY,Order 105 is ready for pickup,"{""order_id"": 105}"
8910,ASSIGNMENT_MADE,Courier 0 assigned orders [104],"{""courier_id"": 0, ""order_ids"": [104], ""bundle_size"": 1, ""has_relay"": false}"
8910,ASSIGNMENT_MADE,Courier 6 assigned orders [99],"{""courier_id"": 6, ""order_ids"": [99], ""bundle_size"": 1, ""has_relay"": false}"
8943,ORDER_DELIVERED,Order 88 delivered by courier 7,"{""order_id"": 88, ""courier_id"": 7, ""click_to_door"": 1343.8847819335888, ""ready_to_door"": 1043.8847819335888}"
8943,COURIER_IDLE,Courier 7 is now idle,"{""courier_id"": 7}"
8945,ORDER_READY,Order 106 is ready for pickup,"{""order_id"": 106}"
8960,ORDER_PLACED,Order 113 placed,"{""order_id"": 113, ""restaurant_id"": 3}"
8960,ORDER_READY,Order 107 is ready for pickup,"{""order_id"": 107}"
8970,ASSIGNMENT_MADE,Courier 7 assigned orders [107],"{""courier_id"": 7, ""order_ids"": [107], ""bundle_size"": 1, ""has_relay"": false}"
8973,ORDER_PLACED,Order 114 placed,"{""order_id"": 114, ""restaurant_id"": 6}"
8974,ORDER_READY,Order 108 is ready for pickup,"{""order_id"": 108}"
8979,ORDER_PLACED,Order 115 placed,"{""order_id"": 115, ""restaurant_id"": 2}"
8988,PICKUP_SERVICE_START,Courier 3 starting pickup service (90s),"{""courier_id"": 3, ""service_time"": 90}"
8991,ORDER_DELIVERED,Order 90 delivered by courier 1,"{""order_id"": 90, ""courier_id"": 1, ""click_to_door"": 1199.2505764973248, ""ready_to_door"": 899.2505764973248}"
8991,COURIER_IDLE,Courier 1 is now idle,"{""courier_id"": 1}"
8999,ORDER_PLACED,Order 116 placed,"{""order_id"": 116, ""restaurant_id"": 2}"
9000,ASSIGNMENT_MADE,Courier 1 assigned orders [108],"{""courier_id"": 1, ""order_ids"": [108], ""bundle_size"": 1, ""has_relay"": false}"
9014,PICKUP_SERVICE_START,Courier 7 starting pickup service (90s),"{""courier_id"": 7, ""service_time"": 90}"
9050,ORDER_PLACED,Order 117 placed,"{""order_id"": 117, ""restaurant_id"": 7}"
9078,ORDER_PICKED_UP,Order 93 picked up by courier 3,"{""order_id"": 93, ""courier_id"": 3}"
9078,COURIER_DELIVERING,Courier 3 heading to first dropoff (optimized),"{""courier_id"": 3, ""order_ids"": []}"
9080,ORDER_READY,Order 109 is ready for pickup,"{""order_id"": 109}"
9081,ORDER_READY,Order 110 is ready for pickup,"{""order_id"": 110}"
9094,ORDER_DELIVERED,Order 92 delivered by courier 2,"{""order_id"": 92, ""courier_id"": 2, ""click_to_door"": 1107.5731800321264, ""ready_to_door"": 807.5731800321264}"
9094,COURIER_IDLE,Courier 2 is now idle,"{""courier_id"": 2}"
9104,ORDER_PICKED_UP,Order 107 picked up by courier 7,"{""order_id"": 107, ""courier_id"": 7}"
9104,COURIER_DELIVERING,Courier 7 heading to first dropoff (optimized),"{""courier_id"": 7, ""order_ids"": []}"
9120,ASSIGNMENT_MADE,Courier 2 assigned orders [106],"{""courier_id"": 2, ""order_ids"": [106], ""bundle_size"": 1, ""has_relay"": false}"
9134,PICKUP_SERVICE_START,Courier 6 starting pickup service (90s),"{""courier_id"": 6, ""service_time"": 90}"
9138,ORDER_READY,Order 111 is ready for pickup,"{""order_id"": 111}"
9158,ORDER_PLACED,Order 118 placed,"{""order_id"": 118, ""restaurant_id"": 3}"
9162,ORDER_DELIVERED,Order 81 delivered by courier 5,"{""order_id"": 81, ""courier_id"": 5, ""click_to_door"": 1797.0012917594213, ""ready_to_door"": 1497.0012917594213}"
9168,ORDER_PLACED,Order 119 placed,"{""order_id"": 119, ""restaurant_id"": 2}"
9179,ORDER_READY,Order 112 is ready for pickup,"{""order_id"": 112}"
9183,ORDER_PLACED,Order 120 placed,"{""order_id"": 120, ""restaurant_id"": 4}"
9189,PICKUP_SERVICE_START,Courier 0 starting pickup service (90s),"{""courier_id"": 0, ""service_time"": 90}"
9196,PICKUP_SERVICE_START,Courier 2 starting pickup service (90s),"{""courier_id"": 2, ""service_time"": 90}"
9224,ORDER_PICKED_UP,Order 99 picked up by courier 6,"{""order_id"": 99, ""courier_id"": 6}"
9224,COURIER_DELIVERING,Courier 6 heading to first dropoff (optimized),"{""courier_id"": 6, ""order_ids"": []}"
9234,ORDER_DELIVERED,Order 96 delivered by courier 4,"{""order_id"": 96, ""courier_id"": 4, ""click_to_door"": 1094.2700609385029, ""ready_to_door"": 794.2700609385029}"
9234,COURIER_IDLE,Courier 4 is now idle,"{""courier_id"": 4}"
9240,ASSIGNMENT_MADE,Courier 4 assigned orders [109],"{""courier_id"": 4, ""order_ids"": [109], ""bundle_size"": 1, ""has_relay"": false}"
9242,ORDER_PLACED,Order 121 placed,"{""order_id"": 121, ""restaurant_id"": 4}"
9253,ORDER_PLACED,Order 122 placed,"{""order_id"": 122, ""restaurant_id"": 7}"
9260,ORDER_READY,Order 113 is ready for pickup,"{""order_id"": 113}"
9273,ORDER_READY,Order 114 is ready for pickup,"{""order_id"": 114}"
9279,ORDER_READY,Order 115 is ready for pickup,"{""order_id"": 115}"
9279,ORDER_PICKED_UP,Order 104 picked up by courier 0,"{""order_id"": 104, ""courier_id"": 0}"
9279,COURIER_DELIVERING,Courier 0 heading to first dropoff (optimized),"{""courier_id"": 0, ""order_ids"": []}"
9286,ORDER_PICKED_UP,Order 106 picked up by courier 2,"{""order_id"": 106, ""courier_id"": 2}"
9286,COURIER_DELIVERING,Courier 2 heading to first dropoff (optimized),"{""courier_id"": 2, ""order_ids"": []}"
9296,PICKUP_SERVICE_START,Courier 1 starting pickup service (90s),"{""courier_id"": 1, ""service_time"": 90}"
9299,ORDER_PLACED,Order 123 placed,"{""order_id"": 123, ""restaurant_id"": 2}"
9299,ORDER_READY,Order 116 is ready for pickup,"{""order_id"": 116}"
9305,PICKUP_SERVICE_START,Courier 4 starting pickup service (90s),"{""courier_id"": 4, ""service_time"": 90}"
9316,ORDER_PLACED,Order 124 placed,"{""order_id"": 124, ""restaurant_id"": 4}"
9334,ORDER_DELIVERED,Order 91 delivered by courier 5,"{""order_id"": 91, ""courier_id"": 5, ""click_to_door"": 1425.8742933291587, ""ready_to_door"": 1125.8742933291578}"
9334,COURIER_IDLE,Courier 5 is now idle,"{""courier_id"": 5}"
